A000010,A000062,A000186,B000176,B000271,B000384,B000709,B000820,B000823,B000913,B001099,B001167,B001177,B001180,B001208,C000128,C000154,C000221,C000338,C000506,C000758,C000774,C000802,C000906,D000031,D000036,D000360,D000456,D000516,D000585,E000018,E000112,E000211,F000081,F000190,F000356,F000401,G000131,G000205,G000267,G000320,G000418,G000481,H000385,H000495,H000502,H000559,H000598,H000679,H000720,H000875,H000953,H000975,I000050,J000013,J000093,J000127,J000160,J000195,K000044,K000107,K000144,K000176,K000292,K000335,L000070,L000224,L000240,L000428,M000053,M000086,M000113,M000177,M000279,M000308,M000315,M000332,M000771,M000859,M001014,M001078,M001108,N000023,O000088,P000100,P000150,P000460,P000575,R000180,R000317,R000536,S000021,S000138,S000187,S000505,S000553,S000590,S000639,S000701,S000852,S001136,T000009,T000259,T000289,U000032,W000190,W000269,W000465,W000518,Y000047,date,isAmendment,requires,result,title
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Not Voting,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,1954-07-07,0,,unknown,s2759
,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,,Nay,Nay,,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Nay,,Nay,,Nay,Present,Yea,Nay,Nay,Present,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Present,Present,Nay,,Not Voting,Not Voting,Present,Nay,Nay,,Not Voting,,Not Voting,,Nay,Nay,Present,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Present,Nay,Not Voting,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,,Yea,Nay,Nay,,Not Voting,,Nay,Nay,Nay,Present,Yea,Nay,1954-07-09,0,,unknown,hr9242
,Nay,Nay,Nay,Present,Nay,Nay,Present,Present,,Nay,Nay,,Nay,Not Voting,Present,Nay,Nay,Present,Nay,Nay,Nay,,Nay,,Nay,Present,Yea,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Yea,Nay,Present,Present,Present,Nay,,Present,Not Voting,Present,Nay,Present,,Not Voting,,Not Voting,,Not Voting,Nay,Present,Present,Nay,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Present,Nay,Present,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Nay,,Yea,Nay,Nay,,Yea,Nay,Nay,,Present,,Nay,Nay,Nay,Present,Nay,Nay,1954-07-09,0,,unknown,hr9242
,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,,Present,Nay,,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,,Present,Nay,Not Voting,Nay,Nay,Present,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Present,Not Voting,Nay,Not Voting,,Not Voting,,Not Voting,,Nay,Yea,Present,Yea,Yea,Yea,Present,Yea,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Present,Nay,Present,Present,Nay,Yea,Yea,Nay,Not Voting,Yea,,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,,Yea,Nay,Yea,,Present,,Nay,Nay,Nay,Present,Nay,Nay,1954-07-12,0,,unknown,hr7664
,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Not Voting,Present,Yea,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Not Voting,,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Present,Nay,Not Voting,Present,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Yea,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,1954-07-31,0,,unknown,hr5173
,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Not Voting,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Present,,Not Voting,Present,Yea,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Yea,Yea,,Present,Nay,Yea,Nay,Yea,,Not Voting,,Yea,,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Present,Nay,Not Voting,Present,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,,Yea,Nay,Nay,,Yea,Yea,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,1954-07-13,0,,unknown,hr5173
,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Present,,Not Voting,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,,Not Voting,,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Present,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-13,0,,unknown,hr5173
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,,Nay,,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,,Yea,Yea,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,1954-07-21,0,,unknown,s3690
,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,1954-07-21,0,,unknown,s3690
,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,,Nay,Nay,,Nay,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Present,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Present,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Nay,,Yea,Yea,Yea,,Nay,,Nay,Nay,Present,Nay,Not Voting,Yea,1954-07-22,0,,unknown,s3690
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Yea,Nay,Present,Yea,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Present,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Nay,,Yea,Yea,Yea,,Nay,,Nay,Nay,Present,Nay,Not Voting,Nay,1954-07-22,0,,unknown,s3690
,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Present,Yea,,Yea,Present,Yea,Yea,Yea,Present,Nay,Present,Yea,,Yea,,Yea,Yea,Present,Yea,Yea,Nay,Present,Present,Yea,Yea,Present,Present,Present,Present,Yea,Present,Present,,Present,Yea,Present,Yea,Present,,Yea,,Nay,,Yea,Present,Yea,Present,Nay,Nay,Present,Present,Present,Nay,Yea,Yea,Nay,Present,Yea,Nay,Present,Yea,Present,Yea,Present,Present,Yea,Present,Yea,Nay,Present,Yea,Present,Present,,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,,Present,Yea,Yea,,Present,Present,Present,,Yea,,Yea,Yea,Present,Yea,Yea,Yea,1954-07-22,0,,unknown,s3690
,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Present,,Yea,,Yea,Yea,Present,Present,Yea,Yea,Present,Present,Yea,Yea,Present,Present,Present,Present,Yea,Present,Present,,Present,Yea,Present,Yea,Present,,Yea,,Yea,,Yea,Present,Yea,Present,Yea,Yea,Present,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Present,Present,Present,Present,Yea,Yea,Present,Yea,Present,Present,,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,,Present,Yea,Yea,,Present,Present,Present,,Yea,,Yea,Yea,Present,Yea,Yea,Yea,1954-07-22,0,,unknown,s3690
,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,,Not Voting,Yea,Nay,Present,Yea,Present,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Nay,,Nay,,Yea,Nay,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Present,Yea,Nay,Not Voting,Yea,Nay,Nay,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Not Voting,Present,Yea,Yea,1954-07-23,0,,unknown,s3690
,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,,Present,Present,Nay,Present,Yea,Present,Present,Nay,Yea,Yea,Present,Nay,Present,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Nay,,Nay,,Present,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Present,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Present,Present,Present,Yea,Nay,Nay,Present,Nay,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Nay,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Present,Yea,Yea,Present,1954-07-23,0,,unknown,s3690
,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Present,Yea,Yea,Present,Present,Nay,Yea,Yea,,Yea,,Present,Yea,Nay,Yea,Yea,Present,Present,Nay,Yea,Yea,Nay,Present,Present,Present,Yea,Nay,Nay,,Present,Yea,Nay,Yea,Present,,Yea,,Present,,Yea,Nay,Yea,Present,Nay,Present,Present,Nay,Nay,Nay,Yea,Yea,Present,Present,Not Voting,Nay,Nay,Yea,Nay,Yea,Present,Present,Present,Present,Present,Present,Nay,Present,Nay,Nay,,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,,Present,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Present,Yea,Yea,Yea,1954-07-23,0,,unknown,s3690
,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Present,,Nay,Yea,,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Present,Nay,Nay,,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,1954-07-24,0,,unknown,s3690
,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Present,Yea,Nay,Present,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Nay,Present,Nay,Yea,Nay,,Present,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Present,Present,Present,Nay,Yea,Yea,Present,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Yea,Yea,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,1954-07-26,0,,unknown,s3690
,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,,Yea,Nay,,Nay,Nay,Nay,Nay,Present,Yea,Yea,Nay,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Present,Yea,Yea,Nay,Present,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Present,Nay,Yea,Yea,Present,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Nay,Nay,,Yea,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,1954-07-26,0,,unknown,s3690
,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,,Yea,Nay,,Nay,Not Voting,Nay,Nay,Present,Yea,Yea,Nay,Nay,,Nay,,Nay,Nay,Yea,Present,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Not Voting,Present,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Nay,Present,Nay,Yea,Yea,Present,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,,Yea,Yea,Yea,,Nay,,Nay,Nay,Nay,Present,Nay,Present,1954-07-26,0,,unknown,s3690
,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,,Nay,Nay,,Nay,Yea,Yea,Nay,Present,Yea,Nay,Nay,Yea,,Yea,,Yea,Nay,Nay,Present,Yea,Yea,Present,Yea,Nay,Present,Yea,Nay,Present,Present,Yea,Yea,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Not Voting,Nay,Yea,Yea,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Present,Not Voting,Present,Yea,Yea,Nay,Present,Nay,Not Voting,,Nay,Nay,Nay,Nay,Yea,Present,Yea,Nay,Yea,,Yea,Nay,Nay,,Nay,Yea,Not Voting,,Nay,,Yea,Yea,Yea,Nay,Yea,Not Voting,1954-07-26,0,,unknown,s3690
,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Present,Yea,Yea,Nay,Nay,,Nay,,Nay,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Present,Yea,Yea,Present,Present,Nay,Nay,Nay,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Not Voting,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Present,Not Voting,Present,Nay,Yea,Yea,Present,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,,Nay,Nay,Nay,,Yea,Yea,Not Voting,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,1954-07-26,0,,unknown,s3690
,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,,Yea,Nay,,Nay,Present,Nay,Nay,Present,Present,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Present,Nay,Present,Present,Nay,Nay,Present,Nay,Yea,Present,Present,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,,Nay,,Yea,,Not Voting,Yea,Nay,Nay,Nay,Yea,Present,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Present,Not Voting,Present,Nay,Yea,Yea,Present,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Present,Present,Nay,Nay,,Nay,Nay,Nay,,Yea,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Present,1954-07-26,0,,unknown,s3690
,Yea,Nay,Yea,Yea,Yea,Yea,Present,Yea,,Nay,Yea,,Yea,Present,Yea,Yea,Present,Present,Nay,Nay,Yea,,Yea,,Yea,Yea,Nay,Present,Yea,Present,Present,Yea,Yea,Present,Nay,Nay,Present,Present,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Not Voting,Nay,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Present,Not Voting,Present,Yea,Nay,Nay,Present,Nay,Nay,,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Present,1954-07-26,0,,unknown,s3690
,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,1954-07-27,0,,unknown,hr9757
,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Yea,Nay,Yea,Yea,Present,Present,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,,Nay,,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Present,Present,Yea,Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,,Yea,Present,Yea,,Nay,Yea,Present,,Yea,,Yea,Yea,Yea,Present,Nay,Present,1954-07-28,0,,unknown,hr7839
,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,1954-07-29,0,,unknown,hr9678
,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-29,0,,unknown,hr9678
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,,Yea,Yea,Nay,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Present,Present,Nay,Yea,Yea,,Yea,Yea,Yea,,Nay,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,1954-07-29,0,,unknown,hr8300
,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Present,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Present,Nay,Yea,,Nay,Nay,Yea,,Nay,Yea,Yea,,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,1954-07-30,0,,unknown,hr9678
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,1954-07-30,0,,unknown,sres295
,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,,Nay,Nay,,Nay,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,1954-07-30,0,,unknown,hr9678
